ADR name,Web Mean AUC,Paper Mean AUC,Positive Count
Injection_site_atrophy,nan,-,2.0
Hand_osteoarthritis,nan,-,
Breast_atrophy,nan,-,1.0
Ear_pruritus,nan,-,1.0
Atrioventricular_block_complete,0.767858,-,18.0
Skin_atrophy,0.964292,0.9429,36.0
Mantle_cell_lymphoma,nan,-,2.0
Drooling,0.406609,-,11.0
Cataract,0.826545,-,132.0
Subarachnoid_haemorrhage,0.406018,-,13.0
Hyperreflexia,0.692823,-,43.0
Dermatitis_exfoliative,0.779203,-,154.0
Dermatitis,0.735792,-,313.0
Dermatitis_diaper,nan,-,4.0
Mental_disability,nan,-,9.0
Purpuric_rash,nan,-,
Vesiculobullous_rash,nan,-,
Rhonchi,nan,-,5.0
Reaction_aggravation,nan,-,
Unevaluable_reaction,nan,-,
Heart_rate_irregular,0.412931,-,12.0
Ventricular_septal_defect,nan,-,6.0
Cerebral_arteriosclerosis,nan,-,2.0
Myocardial_rupture,0.929168,0.9716,19.0
Feeling_jittery,0.528997,-,27.0
Foetal_heart_rate,nan,-,0.0
Atrial_septal_defect,nan,-,1.0
Cardiac_septal_defect,nan,-,7.0
Albumin_high,nan,-,
Breast_cancer,0.773092,-,35.0
Cholestatic_liver_disease,nan,-,
Drug-induced_liver_disease,nan,-,
Colitis,0.8384,-,159.0
Breast_feeding,0.759616,-,49.0
Breast_cyst,nan,-,2.0
Breast_disorder,0.798989,-,68.0
Hypotonia,0.806582,-,56.0
Hypertonia,0.755833,-,134.0
Muscle_tone_flaccid,nan,-,
Persistent_vomiting,nan,-,
Gallbladder_sludge,nan,-,
Cramp_muscle,nan,-,
Orgasm_abnormal,nan,-,8.0
Growth_hormone_overproduction,nan,-,
Cervical_intraepithelial_neoplasia,nan,-,
Retinal_oedema,nan,-,1.0
Cutaneous_vasculitis,0.734836,-,15.0
Tendon_reflex_decreased,nan,-,
Haemodynamic_instability,nan,-,2.0
Abdominal_pain_upper,0.766273,-,98.0
Ear_buzzing,nan,-,
Ear_roaring,nan,-,
Mastitis_acute_female,nan,-,
Folate_deficiency,nan,-,3.0
Pathological_gambling,nan,-,7.0
Prostate_carcinoma,nan,-,
Carotid_artery_occlusion,nan,-,1.0
Galactorrhoea,0.823012,-,51.0
Granulocytosis,nan,-,1.0
Purpura_non-thrombocytopenic,nan,-,5.0
Clumsiness,nan,-,1.0
Metaphyseal_dysplasia,nan,-,0.0
Capillary_fragility_increased,nan,-,2.0
Vitreous_opacities,nan,-,0.0
Swelling_of_eyelid,nan,-,
Infusion_site_reaction,nan,-,5.0
Vulval_disorder,nan,-,4.0
Anophthalmos,nan,-,1.0
Vulvovaginitis,0.419776,-,14.0
Junctional_tachycardia,nan,-,
Chondropathy,nan,-,2.0
Bladder_dysfunction,nan,-,8.0
Hyperprolactinaemia,0.497919,-,17.0
Chronic_myeloid_leukaemia,nan,-,5.0
Respiratory_depression,0.639802,-,50.0
Myeloid_leukaemia,0.508547,-,19.0
Bradycardia_neonatal,nan,-,0.0
Food_interaction,nan,-,1.0
Chronic_phase_chronic_myeloid_leukemia,nan,-,
Tetanus-like,nan,-,
Fertility_male_decreased,nan,-,
Cytomegalovirus_infection,0.414691,-,12.0
Tumour_necrosis,nan,-,4.0
Bronchioloalveolar_carcinoma,nan,-,2.0
Incoherent,nan,-,1.0
Sepsis,0.792624,-,117.0
Chest_discomfort,0.79907,-,64.0
Depersonalisation,0.836543,-,59.0
Cervix_carcinoma_stage_0,nan,-,0.0
Cytopenia,nan,-,
Vaginal_ulceration,nan,-,1.0
Hepatitis_symptom,nan,-,
Pulpitis_dental,nan,-,1.0
Anterior_spinal_artery_syndrome,nan,-,3.0
Graft_loss,0.532361,-,12.0
Tubulointerstitial_nephritis,0.810066,-,73.0
Prolonged_labour,nan,-,0.0
Talipes,nan,-,5.0
Mouth_haemorrhage,nan,-,1.0
Disturbance_in_attention,0.483648,-,23.0
Hydrocephalus,0.469934,-,11.0
Pulse_irregular,nan,-,
Normal_pressure_hydrocephalus,nan,-,1.0
Diabetic_hyperosmolar_coma,nan,-,3.0
Red_urine,nan,-,
Blood_pressure_increased,0.822896,-,69.0
Acute_psychosis,nan,-,9.0
Genital_discharge,nan,-,3.0
Spinal_cord_disorder,nan,-,4.0
Left_ventricular_failure,nan,-,4.0
Bundle_branch_block_left,nan,-,4.0
Hyperinsulinism,nan,-,3.0
Spinal_cord_compression,nan,-,3.0
Cramps_of_lower_extremities,nan,-,
Acne,0.738401,-,162.0
Extrapyramidal_disorder,0.869266,-,73.0
Pancreatic_disorder,0.734962,-,32.0
Floppy,nan,-,
Hyperproteinaemia,nan,-,0.0
Nonconvulsive_status_epilepticus,nan,-,
Convulsions_generalised,nan,-,
Clonic_convulsion,nan,-,4.0
Salivary_hypersecretion,0.821717,-,104.0
Abnormal_bowel_sounds,nan,-,
Abdominal_rigidity,nan,-,0.0
Haemoglobin_decreased,0.830613,-,50.0
Phobia,nan,-,8.0
Thalassaemia,nan,-,1.0
Blood_cholesterol_increased,0.497024,-,23.0
Arterial_aneurysm,nan,-,
Function_kidney_decreased,nan,-,
Skin_tightness,nan,-,8.0
Lymphoproliferative_disorder,0.777625,-,19.0
Lymphopenia,0.788057,-,41.0
Acute_retention_of_urine,nan,-,
Hypopituitarism,nan,-,5.0
Brugada_syndrome,nan,-,0.0
Burning_tongue,nan,-,
Systolic_ejection_murmur,nan,-,
Leukaemoid_reaction,nan,-,1.0
Ileus_paralytic,0.854463,-,34.0
Hypoproteinaemia,0.673574,-,32.0
Ear_malformation,nan,-,4.0
Paraesthesia_oral,0.390199,-,30.0
Asteatosis,nan,-,3.0
Oropharyngeal_candidiasis,nan,-,6.0
Cardiogenic_shock,0.48675,-,11.0
Septic_shock,0.672001,-,13.0
Shock_haemorrhagic,nan,-,1.0
Hyperhemoglobinemia,nan,-,
Scotoma,0.816056,-,71.0
Fundic_gland_polyp,nan,-,
Trichorrhexis,nan,-,1.0
Skin_cold_clammy,nan,-,
Keratitis_sicca,nan,-,
Choroiditis,nan,-,2.0
Rage,nan,-,
Constricted_pupils,nan,-,
Microangiopathy,nan,-,10.0
Abnormal_weight_gain,nan,-,1.0
Clostridium_difficile_colitis,nan,-,5.0
Cervical_adenitis,nan,-,
Impulse-control_disorder,nan,-,1.0
Ocular_hyperaemia,0.544758,-,16.0
Platelet_aggregation_abnormal,nan,-,1.0
Rash_macular,0.701469,-,11.0
Rash_papular,0.556411,-,30.0
Rash_vesicular,nan,-,6.0
Logorrhoea,nan,-,3.0
Pressure_of_speech,nan,-,3.0
Vertical_talus,nan,-,1.0
Asphyxia,0.535025,-,12.0
Anal_cancer,nan,-,1.0
Electrocardiogram_abnormal,0.747632,-,54.0
Coordination_abnormal,0.845284,-,90.0
Localised_skin_reaction,nan,-,
Acute_chest_pain,nan,-,
Diaphragmatic_hernia,0.510857,-,15.0
Prostatic_intraepithelial_neoplasia,nan,-,
Hypertensive,nan,-,
Gastric_cancer,nan,-,7.0
Oesophageal_ulcer,0.697459,-,38.0
Iron_low,nan,-,
Bone_marrow_necrosis,nan,-,1.0
Hypoxemia,nan,-,
Carbohydrate_craving,nan,-,
Intestinal_ulcer,nan,-,8.0
Spotting_menstrual,nan,-,
Malignant_urinary_tract_neoplasm,nan,-,1.0
Bloated_feeling,nan,-,
Ear_congestion,nan,-,3.0
Separation,nan,-,
Hearing_loss_bilateral,nan,-,
Partial_hearing_loss,nan,-,
Ulcerative_keratitis,0.758562,-,21.0
Keratitis_herpetic,nan,-,
Growth_of_eyelashes,nan,-,1.0
Polyp_colorectal,nan,-,
Alcohol_withdrawal_syndrome,nan,-,1.0
Skin_bacterial_infection,nan,-,1.0
Infectious_mononucleosis,nan,-,3.0
Bad_dreams,nan,-,
Erythema_facial,nan,-,
Stomach_ache,nan,-,
Hypoplastic_anaemia,nan,-,3.0
Fatigue,0.734274,-,376.0
Prostatic_specific_antigen_increased,nan,-,8.0
Motor_restlessness,nan,-,
Hemangioma_acquired,nan,-,
Parosmia,0.719318,-,51.0
Eyelid_retraction,nan,-,0.0
Urethral_pain,0.480896,-,11.0
Heart_sounds_abnormal,nan,-,3.0
Gout_attack,nan,-,
Intestinal_infarction,nan,-,4.0
Hypoglycaemic_episode,nan,-,
Vaginal_infection,nan,-,10.0
Productive_cough,0.409802,-,11.0
Rash_scarlatiniform,nan,-,0.0
Pulmonary_embolism,0.718263,-,112.0
Erythema_annulare_centrifugum,nan,-,
Hair_growth_abnormal,nan,-,7.0
Pain_nerve,nan,-,
Malaise,0.723338,-,388.0
Mucocutaneous_candidiasis,nan,-,1.0
Urticaria_physical,nan,-,2.0
Respiratory_sounds_decreased,nan,-,
Primary_insomnia,nan,-,
Choking,0.650236,-,12.0
Aplasia,0.636169,-,27.0
Eructation,0.775578,-,106.0
Neovascularisation,nan,-,0.0
Dyskinesia,0.854022,-,73.0
Polymenorrhoea,nan,-,3.0
Foetal_disorder,nan,-,3.0
Hypoventilation,0.501347,-,25.0
Periodontitis,0.612761,-,11.0
Verbal_abuse,nan,-,0.0
Feeling_hot_and_cold,nan,-,
Hypoglycemic_reaction,nan,-,
Normochromic_normocytic_anaemia,nan,-,8.0
Gastrointestinal_stromal_tumour,nan,-,1.0
Intra-uterine_death,nan,-,
Anal_skin_tags,nan,-,0.0
Bladder_infection,nan,-,
Mouth_ulceration,0.793479,-,126.0
Suprapubic_pain,nan,-,1.0
Hepatic_angiosarcoma,nan,-,1.0
Hepatic_neoplasm_malignant,nan,-,
Rhinitis_atrophic,nan,-,1.0
Cerebral_ischaemia,0.69414,-,39.0
Skin_candida,nan,-,10.0
Renal_failure_chronic,0.468844,-,12.0
Renal_failure_acute,0.783167,-,119.0
Thrombophlebitis_injection_site,nan,-,
Renal_neoplasm,nan,-,6.0
Encephalitis,nan,-,10.0
Renal_papillary_necrosis,nan,-,8.0
Enanthema,nan,-,4.0
Breast_discharge,nan,-,10.0
Hamartoma,nan,-,1.0
Retinal_depigmentation,nan,-,1.0
Telogen_effluvium,nan,-,
Retinal_toxicity,nan,-,1.0
Anxiety_attack,nan,-,
Glaucoma,0.83354,-,85.0
Hydrocortisone_decreased,nan,-,
Angle_closure_glaucoma,nan,-,5.0
Microangiopathic_haemolytic_anaemia,nan,-,5.0
Pelvic_inflammatory_disease,nan,-,7.0
Ischaemia,0.784338,-,120.0
Thyroid_disorder,0.473716,-,15.0
Energy_increased,nan,-,6.0
Prostatic_pain,nan,-,0.0
Obesity,nan,-,10.0
Pseudoporphyria,nan,-,7.0
Thyrotoxic_crisis,nan,-,1.0
Tubal_pregnancy,nan,-,
Endocrine_neoplasm_malignant,nan,-,1.0
Spleen_palpable,nan,-,1.0
Prothrombin_level_increased,0.63971,-,29.0
Epigastric_fullness,nan,-,
Application_site_reaction,0.493093,-,35.0
Abnormal_labour,nan,-,5.0
Disability,nan,-,10.0
Phosphenes,nan,-,
Drowsiness,nan,-,
Chronic_pain,nan,-,
Drug_abuse,0.655084,-,30.0
Stiff_back,nan,-,
Dysthymic_disorder,nan,-,1.0
Syndrome_screaming,nan,-,
Connective_tissue_disorder,0.797116,-,103.0
Testicular_swelling,nan,-,10.0
Blindness_unilateral,nan,-,0.0
Retinal_pigmentation,nan,-,2.0
Periodontal_disease,nan,-,1.0
Cardiac_amyloidosis,nan,-,2.0
Cardiac_valve_disease,0.661378,-,14.0
Glucose-6-phosphate_dehydrogenase_deficiency,nan,-,1.0
Pulse_abnormal,nan,-,3.0
Gene_mutation,nan,-,1.0
Olecranon_bursitis,nan,-,
Multiple_myeloma,nan,-,
Neural_tube_defect,nan,-,2.0
Multi-organ_failure,0.549519,-,12.0
Breast_swelling,nan,-,5.0
Multiple_sclerosis,nan,-,2.0
Amylase_increased,0.542041,-,29.0
Retinal_damage,nan,-,
Peptic_ulcer_haemorrhage,nan,-,1.0
Lymphoid_interstitial_pneumonia,nan,-,
Buttock_pain,nan,-,
High_cholesterol,nan,-,
Hyposmia,nan,-,1.0
Obstructive_airways_disorder,0.451271,-,18.0
Postmenopausal_haemorrhage,nan,-,8.0
Alcohol_intolerance,0.584272,-,19.0
Hormone_level_abnormal,nan,-,9.0
Compartment_syndrome,nan,-,2.0
Rash_hemorrhagic,nan,-,
Localised_infection,nan,-,8.0
Benign_prostatic_hypertrophy,nan,-,
Arterial_occlusion,nan,-,
Sedation,0.856661,-,67.0
Peripheral_ischaemia,0.489735,-,25.0
Blood_alkaline_phosphatase_increased,0.774862,-,118.0
Loeffler's_syndrome,nan,-,0.0
Abdominal_symptom,nan,-,1.0
Amniorrhexis,nan,-,1.0
Respiratory_disorder,0.751519,-,106.0
Neonatal_infection,nan,-,1.0
Peanut_allergy,nan,-,
Pedal_edema,nan,-,
Ear_discomfort,nan,-,5.0
Gastrointestinal_discomfort,nan,-,
Pyuria,0.75165,-,42.0
Blindness,0.73347,-,89.0
Skin_thickening,nan,-,
Argumentativeness,nan,-,
Maculopathy,nan,-,3.0
Fibrocystic_breast_disease,0.529321,-,11.0
Skin_tenderness,nan,-,
Loss_of_consciousness,0.741274,-,53.0
Benign_gastrointestinal_neoplasm,nan,-,1.0
Affective_disorder,nan,-,9.0
Ileal_ulcer,nan,-,1.0
Fontanelle_bulging,nan,-,9.0
Erythroleukaemia,nan,-,1.0
Mydriasis,0.839575,-,76.0
Pica,nan,-,0.0
Localised_numbness,nan,-,
Kidney_fibrosis,nan,-,1.0
Lymphocytic_leukaemia,nan,-,8.0
Acute_lymphocytic_leukaemia,nan,-,4.0
Visual_acuity_reduced,0.724228,-,35.0
Central_nervous_system_disorder,nan,-,
Fever_of_unknown_origin,nan,-,
Reaction_febrile,nan,-,
Central_nervous_system_infection,nan,-,2.0
Chalazion,nan,-,3.0
Cells_in_urine,nan,-,2.0
Sensory_loss,nan,-,6.0
Secondary_anaemia,nan,-,
Vaginal_swelling,nan,-,
Rhinitis_allergic,0.54454,-,11.0
Azotaemia,0.83553,-,53.0
Lip_oedema,nan,-,2.0
Respiratory_distress,0.763975,-,62.0
Hypersplenism,nan,-,0.0
Prostatic_hypertrophy,nan,-,
Pneumonia_cytomegaloviral,nan,-,1.0
Nevus,nan,-,
Hyperpyrexia,0.642457,-,21.0
Melanocytic_naevus,nan,-,9.0
Leg_pain,nan,-,
Leg_ulcer,nan,-,
Genital_haemorrhage,nan,-,1.0
Hypertension,0.744634,-,362.0
Anxiety_depression,nan,-,
Vaginal_prolapse,nan,-,0.0
Autonomic_dysfunction,nan,-,
Lipids_increased,nan,-,2.0
Feeling_strange,nan,-,
Pneumothorax_spontaneous,nan,-,0.0
Otitis_media_acute,nan,-,2.0
Breast_cancer_female,nan,-,1.0
Intraocular_pressure_increased,0.767552,-,44.0
Uterine_cervical_lesion,nan,-,
Memory_impairment,0.775906,-,49.0
Urethral_haemorrhage,nan,-,3.0
Pyramidal_tract_syndrome,nan,-,1.0
Intestinal_stenosis,nan,-,0.0
Sinoatrial_node_dysfunction,nan,-,
Sialoadenitis,0.549647,-,14.0
Throbbing_headache,nan,-,
Choluria,nan,-,1.0
Cloudy_urine,nan,-,
Forgetfulness,nan,-,
Unspecified_disorder_of_autonomic_nervous_system,nan,-,
Orthostatic_intolerance,nan,-,1.0
Chapped_lips,nan,-,6.0
Feeling_bad,nan,-,
Libido_decreased,0.786685,-,136.0
Decubitus_ulcer,nan,-,2.0
Stress_symptoms,nan,-,
Urine_odour_abnormal,nan,-,2.0
Cyanopsia,nan,-,1.0
Reaction_perinatal,nan,-,
Pelvic_fibrosis,nan,-,0.0
Swelling_of_legs,nan,-,
Cholesterol_serum_elevated,nan,-,
Serum_calcium_increased,nan,-,
Hypoparathyroidism,nan,-,0.0
Hyponatraemia,0.827872,-,132.0
Hypomenorrhoea,nan,-,7.0
Vasomotor_collapse,nan,-,
Hypokalaemia,0.771329,-,151.0
Hypohidrosis,nan,-,9.0
Adenocarcinoma_of_prostate,nan,-,
Rectal_cancer,nan,-,1.0
Alkalosis_hypochloraemic,nan,-,1.0
Leukoplakia_oral,nan,-,5.0
Leukorrhea,nan,-,
Skin_cancer,0.625588,-,36.0
Leukoplakia,nan,-,6.0
Congenital_neutropenia,nan,-,
Gingival_infection,nan,-,1.0
Atelectasis,0.59116,-,28.0
Aspartate_aminotransferase_increased,0.778046,-,136.0
Genital_pain,nan,-,1.0
Genital_rash,nan,-,2.0
Depression_aggravated,nan,-,
Condition_aggravated,nan,-,9.0
Mucosal_inflammation,0.86692,-,48.0
Congenital_megacolon,nan,-,2.0
Tonsillar_hypertrophy,nan,-,1.0
Effusion_of_knee,nan,-,
Rales,0.624155,-,23.0
Basilar_artery_syndrome,nan,-,
Insomnia,0.758672,-,410.0
Platelet_disorder,nan,-,10.0
Macular_degeneration,nan,-,9.0
Gastrin_increased,nan,-,
"Hallucination,_tactile",nan,-,
"Hallucination,_auditory",nan,-,
"Hallucination,_visual",0.525117,-,
Aspergillosis,nan,-,
Scleral_icterus,nan,-,
Acute_graft_versus_host_disease,nan,-,1.0
Autoimmune_disorder,nan,-,3.0
Breast_disorder_male,nan,-,6.0
Squamous_cell_carcinoma_of_skin,nan,-,1.0
Death_of_mother,nan,-,
Sweating_decreased,nan,-,
Creatinine_normal,nan,-,
Abscess_sterile,0.850144,-,16.0
Phlebitis_superficial,nan,-,3.0
Painful_ankle,nan,-,
Enzyme_abnormality,nan,-,4.0
Hemopoiesis_impaired,nan,-,
Local_throat_irritation,nan,-,
Wave_slowing,nan,-,
Meningitis_chemical,nan,-,1.0
Premature_labour,nan,-,5.0
Strongyloidiasis,nan,-,2.0
Pelvic_peritonitis,nan,-,
Dysphonia,0.80153,-,94.0
Apoptosis,nan,-,3.0
Herpes_zoster,0.812743,-,78.0
Arteriosclerosis_coronary_artery,nan,-,2.0
Supraventricular_extrasystoles,0.460835,-,23.0
Convulsion_neonatal,nan,-,0.0
Herpes_zoster_ophthalmic,nan,-,
Eye_disorder,0.755237,-,123.0
Papillomatosis,nan,-,
Premature_ejaculation,nan,-,5.0
Surgical_intervention,nan,-,
Congenital_eye_disorder,0.401517,-,13.0
Tooth_infection,0.352489,-,12.0
Sodium_high,nan,-,
Polyarthritis,nan,-,6.0
Fat_necrosis,nan,-,1.0
Lower_gastrointestinal_haemorrhage,nan,-,1.0
Bezoar,nan,-,2.0
Gammopathy,nan,-,
Fasting,0.607269,-,29.0
Hypertrophic_scar,nan,-,1.0
Hepatitis_acute,nan,-,4.0
Epididymitis,0.503489,-,24.0
Acquired_keratoderma,nan,-,
Organ_failure,0.754414,-,20.0
Prostatitis,0.444046,-,12.0
Redness_gum,nan,-,
Adhesion,nan,-,2.0
Post_thrombotic_syndrome,nan,-,0.0
Attention_deficit/hyperactivity_disorder,nan,-,3.0
Erythema_of_eyelid,nan,-,5.0
Electrocardiogram_normal,nan,-,1.0
Ischial_neuralgia,nan,-,
Lacrimal_disorder,0.434938,-,27.0
Hair_growth_increased,nan,-,
Lacrimal_duct_obstruction,nan,-,
Bone_neoplasm,nan,-,1.0
Gastrointestinal_ulcer,nan,-,7.0
Neutrophil_toxic_granulation_present,nan,-,1.0
Appetite_absent,nan,-,
Sympathomimetic_effect,nan,-,1.0
Congenital_genitourinary_abnormality,nan,-,1.0
Itchy_scalp,nan,-,
Genitourinary_tract_neoplasm,nan,-,1.0
Fluid_intake_reduced,nan,-,1.0
Lacrimation_increased,0.813636,-,119.0
Oesophageal_pain,nan,-,0.0
Cholangitis,0.480959,-,20.0
Cholangitis_sclerosing,nan,-,5.0
Oligospermia,nan,-,
Oliguria,0.782218,-,97.0
Indolent_systemic_mastocytosis,nan,-,
Soft_tissue_necrosis,nan,-,4.0
Phonological_disorder,nan,-,1.0
Dyspepsia,0.722818,-,407.0
Gamma-glutamyltransferase_decreased,nan,-,1.0
Dysmenorrhoea,0.739676,-,96.0
Polymyalgia,nan,-,
Lip_dry,nan,-,10.0
Junctional_bradycardia,nan,-,
Foetal_distress_syndrome,nan,-,2.0
Microsomia,nan,-,4.0
Stools_watery,nan,-,
Haptoglobin_decreased,nan,-,1.0
Acute_epiglottitis,nan,-,
Oedema_mouth,nan,-,4.0
Nosocomial_pneumonia,nan,-,
Swollen_tongue,0.473116,-,16.0
Epiphyseal_disorder,nan,-,0.0
Acute_respiratory_failure,nan,-,1.0
Sleep_paralysis,nan,-,1.0
Polyuria,0.784915,-,126.0
Penile_oedema,nan,-,1.0
Bronchial_obstruction,nan,-,0.0
Mammogram_abnormal,nan,-,2.0
Dihydropyrimidine_dehydrogenase_deficiency,nan,-,1.0
Vein_distended,nan,-,
Glioblastoma,nan,-,1.0
Activated_partial_thromboplastin_time_prolonged,nan,-,6.0
Retinopathy_of_prematurity,nan,-,3.0
Haematoma,0.804897,-,69.0
Single_umbilical_artery,nan,-,2.0
Subdural_haematoma,0.60168,-,13.0
Anal_haemorrhage,nan,-,1.0
Glioma,nan,-,1.0
Trisomy_21,nan,-,2.0
Multiple_pregnancy,nan,-,1.0
Ectopic_pregnancy,nan,-,4.0
Thyroid_neoplasm,nan,-,8.0
Tooth_abscess,0.676804,-,42.0
Obsessive-compulsive_disorder,nan,-,2.0
Circadian_rhythm_sleep_disorder,nan,-,1.0
Venoocclusive_disease,nan,-,2.0
Muscle_damage,nan,-,
Fibroadenoma,nan,-,
Sputum_purulent,nan,-,0.0
Klebsiella_infection,nan,-,1.0
Developmental_delay,nan,-,3.0
Pneumonia_klebsiella,nan,-,0.0
Dyspnoea,0.742346,-,424.0
Urge_incontinence,nan,-,4.0
Paresthesia_generalized,nan,-,
Cranial_nerve_paralysis,nan,-,6.0
Fluid_loss,nan,-,
Peripheral_sensory_neuropathy,0.672575,-,19.0
White_blood_cell_disorder,0.570781,-,13.0
Abscess_periodontal,nan,-,
Glucose_increased,nan,-,
Hypervigilance,nan,-,1.0
Compulsions,nan,-,1.0
Ochronosis,nan,-,0.0
Laryngeal_neoplasm,nan,-,2.0
Ear_feels_clogged,nan,-,
Laryngeal_disorder,nan,-,1.0
Heartburn,nan,-,
Laryngeal_oedema,0.809269,-,55.0
Cold_symptoms,nan,-,
Anogenital_warts,nan,-,1.0
Angina_pectoris_aggravated,nan,-,
Thyroid_function_test_abnormal,nan,-,3.0
Hepatic_necrosis,0.801996,-,65.0
Skin_necrosis,0.66037,-,29.0
Anginal_attack,nan,-,
Injection_site_necrosis,nan,-,1.0
Breast_pain_female,nan,-,
Nasal_septum_disorder,nan,-,0.0
Aplasia_pure_red_cell,0.680875,-,11.0
Fear,nan,-,3.0
Conjunctival_congestion,nan,-,
Radiculopathy,nan,-,5.0
Eye_redness,nan,-,
Post_herpetic_neuralgia,nan,-,2.0
Sweating_increased,nan,-,
Tumour_invasion,nan,-,10.0
Frigidity,nan,-,
Penile_pain,nan,-,2.0
Macular_oedema,0.46871,-,11.0
Walking_difficulty,nan,-,
Pneumonia_fungal,nan,-,0.0
Food_allergy,nan,-,6.0
Endomyometritis,nan,-,
Dyslipidaemia,nan,-,2.0
Vestibular_ataxia,nan,-,1.0
Respiratory_paralysis,nan,-,5.0
Hyperbilirubinaemia,0.791732,-,90.0
Central_line_infection,nan,-,
Pain_during_injection,nan,-,
Hypercalcaemia,0.717121,-,51.0
Bleeding_tendency,nan,-,
Hypercalciuria,nan,-,6.0
Genital_disorder_male,nan,-,1.0
Psychic_disturbance,nan,-,
Genital_disorder_female,nan,-,7.0
Anorgasmia,0.596717,-,16.0
Numbness_of_tongue,nan,-,
Urine_output_increased,nan,-,4.0
Myelitis,nan,-,7.0
Nephrolithiasis,0.778613,-,78.0
Carcinoma_breast,nan,-,
Myelitis_transverse,nan,-,4.0
Penis_disorder,0.605357,-,15.0
Lung_infection,nan,-,10.0
Alveolitis_fibrosing,nan,-,
Cerebrospinal_fluid_leakage,nan,-,1.0
Nasal_irritation,nan,-,
Ocular_vascular_disorder,nan,-,1.0
Peyronie's_disease,nan,-,1.0
Abdominal_abscess,nan,-,0.0
Unexpected_therapeutic_effect,nan,-,
Nail_hypertrophy,nan,-,0.0
Pupillary_disorder,nan,-,1.0
Vaginitis_bacterial,nan,-,5.0
Epidermal_necrosis,nan,-,9.0
Coronary_artery_insufficiency,nan,-,2.0
Dialysis_dementia,nan,-,
Drug_effect_decreased,nan,-,0.0
Gastric_ulcer_haemorrhage,nan,-,3.0
Alcohol_abuse,nan,-,6.0
Heaviness_in_limbs,nan,-,
Vitreous_disorder,nan,-,7.0
Gastric_ulcer_perforation,nan,-,2.0
Rash_psoriaform,nan,-,
Hyperplasia,0.666106,-,45.0
Hyperphagia,nan,-,2.0
Hyperparathyroidism,nan,-,3.0
Hyperparathyroidism_secondary,nan,-,1.0
Depressive_type_psychosis,nan,-,
Syncope,0.726656,-,321.0
Uterine_hypertonus,nan,-,0.0
Myopathy_toxic,nan,-,1.0
Paroxysmal_ventricular_tachycardia,nan,-,
Bone_pain,0.779998,-,99.0
Breast_enlargement_female,nan,-,
Amaurosis_fugax,nan,-,1.0
Otitis_media_serous,nan,-,
Parkinsonian_gait,nan,-,3.0
Floating_feeling,nan,-,
Flushing,0.726549,-,260.0
Cardiac_flutter,0.59047,-,36.0
Demyelinating_polyneuropathy,nan,-,2.0
Mental_deficiency,nan,-,
Eosinophiluria,nan,-,
Slurred_speech,nan,-,
Sebaceous_gland_disorder,nan,-,1.0
Carbuncle,nan,-,0.0
Feeling_drunk,nan,-,7.0
Hydronephrosis,0.698224,-,23.0
Seborrhoeic_dermatitis,0.816457,-,58.0
Sick_sinus_syndrome,nan,-,8.0
Puberty,nan,-,4.0
Precocious_puberty,nan,-,4.0
Delayed_puberty,nan,-,1.0
Found_dead_(cause_undetermined),nan,-,
Coldness,nan,-,
Drug_intolerance,nan,-,4.0
Neck_pain,0.835583,-,94.0
Pannus_(corneal),nan,-,
Nephropathy_toxic,0.906982,-,52.0
Genital_lesion,nan,-,0.0
Hypogonadism,nan,-,1.0
Fasciculation,nan,-,
Intervertebral_discitis,nan,-,1.0
Hypoglycaemic_coma,nan,-,3.0
Hypoglycaemia,0.775241,-,144.0
Felt_faint,nan,-,
Serum_bilirubin_increased,nan,-,
Unspecified_condition_originating_in_the_perinatal_period,nan,-,
Progressive_multifocal_leukoencephalopathy,0.743711,-,16.0
Protrusion_tongue,0.949984,0.9725,22.0
Periventricular_leukomalacia,nan,-,0.0
Vaginal_inflammation,0.830903,-,114.0
Laryngeal_cancer,nan,-,1.0
No_drug_effect,nan,-,
Cholecystolithiasis,nan,-,
Endometrial_neoplasm_malignant,nan,-,
Colon_cancer,nan,-,7.0
Atherosclerosis,nan,-,
Menstrual_cycle_abnormal,nan,-,
Athetosis,nan,-,3.0
Gingival_pain,0.452533,-,11.0
Psychomotor_retardation,nan,-,5.0
Lyme_disease,nan,-,2.0
Ischaemic_cerebral_infarction,nan,-,0.0
Nasal_burning,nan,-,
Exhaustion,nan,-,
Sleep_talking,nan,-,4.0
Hirsutism,0.882682,-,79.0
Psychotic_episode,nan,-,
Comedone,nan,-,
Homicidal_ideation,nan,-,4.0
Serum_testosterone_decreased,nan,-,
Bullous_impetigo,nan,-,4.0
Oesophageal_varices_haemorrhage,nan,-,0.0
Ear_haemorrhage,nan,-,2.0
Bronchoconstriction,nan,-,
Skin_fissures,nan,-,2.0
Teething_pain,nan,-,
Reversible_posterior_leukoencephalopathy_syndrome,nan,-,
Chronic_conjunctivitis,nan,-,
Microscopic_hematuria,nan,-,
Haematocrit_increased,nan,-,8.0
Idiopathic_pneumonia_syndrome,nan,-,0.0
Acute_angle-closure_glaucoma,nan,-,
Scrotal_erythema,nan,-,1.0
Automatism,nan,-,1.0
Rash,0.780915,-,661.0
Tremor_of_hands,nan,-,
Coagulopathy,0.562556,-,37.0
Coronary_heart_disease,nan,-,
Unable_to_walk,nan,-,
Obstructive_sleep_apnea_syndrome,nan,-,
Immune_status,nan,-,
